id_usuario,id_pregunta,habilidad,resultado_correcto
usuario_3,107,Programacion,1
usuario_3,303,SistemasDigitales,1
usuario_3,307,SistemasDigitales,1
usuario_3,105,Programacion,1
usuario_3,209,RedesNeuronales,0
usuario_3,201,RedesNeuronales,0
usuario_3,303,SistemasDigitales,1
usuario_3,304,SistemasDigitales,1
usuario_3,202,RedesNeuronales,0
usuario_3,203,RedesNeuronales,1
usuario_3,207,RedesNeuronales,0
usuario_3,301,SistemasDigitales,1
usuario_3,106,Programacion,1
usuario_3,201,RedesNeuronales,1
usuario_3,110,Programacion,1
usuario_3,205,RedesNeuronales,0
usuario_3,204,RedesNeuronales,0
usuario_3,208,RedesNeuronales,1
usuario_3,206,RedesNeuronales,0
usuario_3,210,RedesNeuronales,0
usuario_3,205,RedesNeuronales,0
usuario_3,305,SistemasDigitales,1
usuario_3,208,RedesNeuronales,0
usuario_3,206,RedesNeuronales,0
usuario_3,305,SistemasDigitales,1
usuario_3,308,SistemasDigitales,1
usuario_3,301,SistemasDigitales,0
usuario_3,106,Programacion,1
usuario_4,304,SistemasDigitales,0
usuario_4,103,Programacion,0
usuario_4,204,RedesNeuronales,1
usuario_4,203,RedesNeuronales,1
usuario_4,106,Programacion,0
usuario_4,206,RedesNeuronales,1
usuario_4,209,RedesNeuronales,0
usuario_4,302,SistemasDigitales,1
usuario_4,305,SistemasDigitales,0
usuario_4,105,Programacion,0
usuario_4,107,Programacion,1
usuario_4,203,RedesNeuronales,1
usuario_4,309,SistemasDigitales,0
usuario_4,304,SistemasDigitales,0
usuario_4,101,Programacion,1
usuario_4,106,Programacion,1
usuario_4,101,Programacion,0
usuario_4,207,RedesNeuronales,0
usuario_4,105,Programacion,1
usuario_4,309,SistemasDigitales,0
usuario_4,104,Programacion,1
usuario_4,210,RedesNeuronales,1
usuario_4,205,RedesNeuronales,1
usuario_4,308,SistemasDigitales,1
usuario_4,205,RedesNeuronales,1
usuario_4,301,SistemasDigitales,0
usuario_4,108,Programacion,1
usuario_4,208,RedesNeuronales,1
usuario_4,105,Programacion,0
usuario_4,205,RedesNeuronales,1
usuario_4,209,RedesNeuronales,1
usuario_4,310,SistemasDigitales,1
usuario_4,310,SistemasDigitales,1
usuario_4,310,SistemasDigitales,1
usuario_4,207,RedesNeuronales,1
usuario_4,210,RedesNeuronales,0
usuario_4,110,Programacion,1
usuario_4,202,RedesNeuronales,0
usuario_4,210,RedesNeuronales,1
usuario_4,208,RedesNeuronales,0
usuario_5,308,SistemasDigitales,0
usuario_5,310,SistemasDigitales,1
usuario_5,105,Programacion,0
usuario_5,101,Programacion,0
usuario_5,107,Programacion,0
usuario_5,104,Programacion,0
usuario_5,107,Programacion,1
usuario_5,301,SistemasDigitales,0
usuario_5,207,RedesNeuronales,1
usuario_5,306,SistemasDigitales,1
usuario_5,105,Programacion,1
usuario_5,201,RedesNeuronales,1
usuario_5,110,Programacion,0
usuario_5,203,RedesNeuronales,1
usuario_5,202,RedesNeuronales,1
usuario_5,206,RedesNeuronales,1
usuario_5,103,Programacion,1
usuario_5,308,SistemasDigitales,1
usuario_5,310,SistemasDigitales,0
usuario_5,203,RedesNeuronales,1
usuario_5,304,SistemasDigitales,0
usuario_5,202,RedesNeuronales,1
usuario_5,302,SistemasDigitales,1
usuario_5,103,Programacion,1
usuario_5,107,Programacion,1
usuario_5,302,SistemasDigitales,1
usuario_5,101,Programacion,0
usuario_5,105,Programacion,1
usuario_5,208,RedesNeuronales,1
usuario_5,306,SistemasDigitales,1
usuario_5,301,SistemasDigitales,0
usuario_5,207,RedesNeuronales,1
usuario_5,207,RedesNeuronales,1
usuario_5,304,SistemasDigitales,1
usuario_5,210,RedesNeuronales,1
usuario_5,206,RedesNeuronales,1
usuario_5,204,RedesNeuronales,1
usuario_5,108,Programacion,1
usuario_5,209,RedesNeuronales,1
usuario_5,103,Programacion,1
usuario_6,203,RedesNeuronales,1
usuario_6,202,RedesNeuronales,1
usuario_6,309,SistemasDigitales,1
usuario_6,209,RedesNeuronales,1
usuario_6,105,Programacion,1
usuario_6,107,Programacion,1
usuario_6,101,Programacion,1
usuario_6,104,Programacion,0
usuario_6,203,RedesNeuronales,1
usuario_6,209,RedesNeuronales,1
usuario_6,207,RedesNeuronales,0
usuario_6,205,RedesNeuronales,1
usuario_6,104,Programacion,1
usuario_6,109,Programacion,1
usuario_6,105,Programacion,1
usuario_6,109,Programacion,1
usuario_6,109,Programacion,1
usuario_6,109,Programacion,0
usuario_6,206,RedesNeuronales,1
usuario_6,104,Programacion,1
usuario_6,304,SistemasDigitales,0
usuario_6,109,Programacion,1
usuario_6,209,RedesNeuronales,1
usuario_6,102,Programacion,1
usuario_6,102,Programacion,0
usuario_6,204,RedesNeuronales,1
usuario_6,206,RedesNeuronales,1
usuario_6,105,Programacion,1
usuario_6,307,SistemasDigitales,1
usuario_6,206,RedesNeuronales,1
usuario_6,101,Programacion,1
usuario_6,106,Programacion,1
usuario_6,201,RedesNeuronales,0
usuario_6,105,Programacion,0
usuario_6,303,SistemasDigitales,1
usuario_6,207,RedesNeuronales,1
usuario_6,301,SistemasDigitales,0
usuario_6,104,Programacion,1
usuario_6,204,RedesNeuronales,1
usuario_6,202,RedesNeuronales,1
usuario_7,309,SistemasDigitales,0
usuario_7,302,SistemasDigitales,1
usuario_7,108,Programacion,0
usuario_7,308,SistemasDigitales,0
usuario_7,306,SistemasDigitales,0
usuario_7,102,Programacion,1
usuario_7,210,RedesNeuronales,0
usuario_7,203,RedesNeuronales,0
usuario_7,301,SistemasDigitales,0
usuario_7,309,SistemasDigitales,1
usuario_7,104,Programacion,0
usuario_7,206,RedesNeuronales,0
usuario_7,107,Programacion,0
usuario_7,307,SistemasDigitales,0
usuario_7,301,SistemasDigitales,0
usuario_7,206,RedesNeuronales,1
usuario_7,303,SistemasDigitales,0
usuario_7,108,Programacion,0
usuario_7,107,Programacion,0
usuario_7,306,SistemasDigitales,0
usuario_7,202,RedesNeuronales,0
usuario_7,309,SistemasDigitales,0
usuario_7,305,SistemasDigitales,0
usuario_7,106,Programacion,0
usuario_7,107,Programacion,0
usuario_7,106,Programacion,0
usuario_7,210,RedesNeuronales,0
usuario_7,206,RedesNeuronales,1
usuario_7,204,RedesNeuronales,1
usuario_7,310,SistemasDigitales,1
usuario_7,102,Programacion,0
usuario_7,305,SistemasDigitales,1
usuario_7,203,RedesNeuronales,0
usuario_7,107,Programacion,0
usuario_7,102,Programacion,0
usuario_7,104,Programacion,0
usuario_7,202,RedesNeuronales,0
usuario_7,109,Programacion,0
usuario_7,306,SistemasDigitales,1
usuario_7,106,Programacion,1
usuario_8,301,SistemasDigitales,1
usuario_8,105,Programacion,0
usuario_8,109,Programacion,1
usuario_8,308,SistemasDigitales,0
usuario_8,202,RedesNeuronales,1
usuario_8,207,RedesNeuronales,1
usuario_8,302,SistemasDigitales,0
usuario_8,202,RedesNeuronales,0
usuario_8,206,RedesNeuronales,1
usuario_8,310,SistemasDigitales,0
usuario_8,309,SistemasDigitales,1
usuario_8,101,Programacion,1
usuario_8,110,Programacion,0
usuario_8,310,SistemasDigitales,0
usuario_8,310,SistemasDigitales,1
usuario_8,204,RedesNeuronales,1
usuario_8,105,Programacion,1
usuario_8,210,RedesNeuronales,0
usuario_8,103,Programacion,1
usuario_8,105,Programacion,1
usuario_8,105,Programacion,0
usuario_8,102,Programacion,1
usuario_8,304,SistemasDigitales,0
usuario_8,208,RedesNeuronales,1
usuario_8,204,RedesNeuronales,1
usuario_8,109,Programacion,1
usuario_8,202,RedesNeuronales,1
usuario_8,210,RedesNeuronales,0
usuario_8,310,SistemasDigitales,0
usuario_8,209,RedesNeuronales,0
usuario_8,304,SistemasDigitales,0
usuario_8,302,SistemasDigitales,1
usuario_8,209,RedesNeuronales,1
usuario_8,102,Programacion,1
usuario_8,102,Programacion,1
usuario_8,104,Programacion,1
usuario_8,203,RedesNeuronales,0
usuario_8,103,Programacion,1
usuario_8,304,SistemasDigitales,1
usuario_8,103,Programacion,1
usuario_9,110,Programacion,0
usuario_9,208,RedesNeuronales,1
usuario_9,201,RedesNeuronales,1
usuario_9,206,RedesNeuronales,1
usuario_9,201,RedesNeuronales,0
usuario_9,101,Programacion,0
usuario_9,108,Programacion,0
usuario_9,202,RedesNeuronales,0
usuario_9,105,Programacion,0
usuario_9,309,SistemasDigitales,0
usuario_9,101,Programacion,0
usuario_9,106,Programacion,1
usuario_9,206,RedesNeuronales,0
usuario_9,202,RedesNeuronales,0
usuario_9,207,RedesNeuronales,0
usuario_9,304,SistemasDigitales,0
usuario_9,203,RedesNeuronales,0
usuario_9,102,Programacion,1
usuario_9,309,SistemasDigitales,0
usuario_9,109,Programacion,0
usuario_9,209,RedesNeuronales,0
usuario_9,110,Programacion,0
usuario_9,108,Programacion,0
usuario_9,307,SistemasDigitales,0
usuario_9,210,RedesNeuronales,1
usuario_9,102,Programacion,0
usuario_9,103,Programacion,1
usuario_9,210,RedesNeuronales,0
usuario_9,305,SistemasDigitales,0
usuario_9,106,Programacion,0
usuario_9,203,RedesNeuronales,0
usuario_9,203,RedesNeuronales,0
usuario_9,205,RedesNeuronales,0
usuario_9,110,Programacion,0
usuario_9,304,SistemasDigitales,0
usuario_9,106,Programacion,1
usuario_9,310,SistemasDigitales,1
usuario_9,103,Programacion,0
usuario_9,210,RedesNeuronales,0
usuario_9,102,Programacion,1
usuario_10,105,Programacion,1
usuario_10,205,RedesNeuronales,1
usuario_10,302,SistemasDigitales,1
usuario_10,202,RedesNeuronales,1
usuario_10,103,Programacion,0
usuario_10,101,Programacion,1
usuario_10,306,SistemasDigitales,0
usuario_10,310,SistemasDigitales,0
usuario_10,205,RedesNeuronales,0
usuario_10,308,SistemasDigitales,0
usuario_10,202,RedesNeuronales,1
usuario_10,303,SistemasDigitales,1
usuario_10,104,Programacion,1
usuario_10,101,Programacion,1
usuario_10,305,SistemasDigitales,0
usuario_10,205,RedesNeuronales,0
usuario_10,109,Programacion,1
usuario_10,306,SistemasDigitales,0
usuario_10,105,Programacion,1
usuario_10,104,Programacion,0
usuario_10,205,RedesNeuronales,1
usuario_10,102,Programacion,1
usuario_10,309,SistemasDigitales,0
usuario_10,205,RedesNeuronales,1
usuario_10,310,SistemasDigitales,1
usuario_10,206,RedesNeuronales,1
usuario_10,306,SistemasDigitales,1
usuario_10,104,Programacion,1
usuario_10,110,Programacion,0
usuario_10,301,SistemasDigitales,1
usuario_10,302,SistemasDigitales,0
usuario_10,302,SistemasDigitales,1
usuario_10,103,Programacion,0
usuario_10,109,Programacion,1
usuario_10,209,RedesNeuronales,1
usuario_10,109,Programacion,1
usuario_10,207,RedesNeuronales,0
usuario_10,109,Programacion,0
usuario_10,204,RedesNeuronales,1
usuario_10,209,RedesNeuronales,1
usuario_11,207,RedesNeuronales,1
usuario_11,105,Programacion,1
usuario_11,108,Programacion,0
usuario_11,205,RedesNeuronales,1
usuario_11,301,SistemasDigitales,1
usuario_11,210,RedesNeuronales,0
usuario_11,202,RedesNeuronales,0
usuario_11,109,Programacion,1
usuario_11,303,SistemasDigitales,1
usuario_11,102,Programacion,1
usuario_11,206,RedesNeuronales,0
usuario_11,308,SistemasDigitales,0
usuario_11,107,Programacion,0
usuario_11,203,RedesNeuronales,0
usuario_11,301,SistemasDigitales,1
usuario_11,304,SistemasDigitales,1
usuario_11,109,Programacion,0
usuario_11,202,RedesNeuronales,1
usuario_11,303,SistemasDigitales,1
usuario_11,308,SistemasDigitales,0
usuario_11,108,Programacion,1
usuario_11,309,SistemasDigitales,1
usuario_11,305,SistemasDigitales,1
usuario_11,108,Programacion,1
usuario_11,107,Programacion,1
usuario_11,108,Programacion,0
usuario_11,209,RedesNeuronales,0
usuario_11,102,Programacion,0
usuario_11,207,RedesNeuronales,1
usuario_11,207,RedesNeuronales,0
usuario_11,201,RedesNeuronales,1
usuario_11,105,Programacion,0
usuario_11,109,Programacion,0
usuario_11,302,SistemasDigitales,0
usuario_11,101,Programacion,0
usuario_11,309,SistemasDigitales,0
usuario_11,209,RedesNeuronales,0
usuario_11,308,SistemasDigitales,1
usuario_11,208,RedesNeuronales,1
usuario_11,305,SistemasDigitales,1
usuario_12,102,Programacion,1
usuario_12,202,RedesNeuronales,0
usuario_12,102,Programacion,1
usuario_12,207,RedesNeuronales,0
usuario_12,101,Programacion,1
usuario_12,307,SistemasDigitales,0
usuario_12,207,RedesNeuronales,1
usuario_12,301,SistemasDigitales,1
usuario_12,305,SistemasDigitales,1
usuario_12,206,RedesNeuronales,1
usuario_12,207,RedesNeuronales,0
usuario_12,202,RedesNeuronales,1
usuario_12,210,RedesNeuronales,1
usuario_12,107,Programacion,0
usuario_12,107,Programacion,0
usuario_12,106,Programacion,1
usuario_12,104,Programacion,1
usuario_12,306,SistemasDigitales,1
usuario_12,208,RedesNeuronales,1
usuario_12,309,SistemasDigitales,1
usuario_12,106,Programacion,1
usuario_12,203,RedesNeuronales,1
usuario_12,307,SistemasDigitales,1
usuario_12,201,RedesNeuronales,1
usuario_12,310,SistemasDigitales,1
usuario_12,306,SistemasDigitales,1
usuario_12,106,Programacion,0
usuario_12,301,SistemasDigitales,0
usuario_12,207,RedesNeuronales,0
usuario_12,307,SistemasDigitales,0
usuario_12,209,RedesNeuronales,1
usuario_12,310,SistemasDigitales,0
usuario_12,309,SistemasDigitales,0
usuario_12,110,Programacion,0
usuario_12,305,SistemasDigitales,1
usuario_12,107,Programacion,0
usuario_12,102,Programacion,0
usuario_12,310,SistemasDigitales,0
usuario_12,101,Programacion,1
usuario_12,103,Programacion,1
usuario_13,206,RedesNeuronales,1
usuario_13,102,Programacion,0
usuario_13,305,SistemasDigitales,0
usuario_13,106,Programacion,0
usuario_13,304,SistemasDigitales,0
usuario_13,110,Programacion,0
usuario_13,208,RedesNeuronales,0
usuario_13,301,SistemasDigitales,0
usuario_13,104,Programacion,0
usuario_13,210,RedesNeuronales,0
usuario_13,208,RedesNeuronales,0
usuario_13,210,RedesNeuronales,1
usuario_13,304,SistemasDigitales,0
usuario_13,205,RedesNeuronales,0
usuario_13,103,Programacion,0
usuario_13,209,RedesNeuronales,0
usuario_13,105,Programacion,0
usuario_13,206,RedesNeuronales,0
usuario_13,309,SistemasDigitales,1
usuario_13,310,SistemasDigitales,0
usuario_13,309,SistemasDigitales,1
usuario_13,208,RedesNeuronales,1
usuario_13,108,Programacion,1
usuario_13,310,SistemasDigitales,0
usuario_13,107,Programacion,0
usuario_13,104,Programacion,0
usuario_13,302,SistemasDigitales,1
usuario_13,109,Programacion,1
usuario_13,104,Programacion,0
usuario_13,210,RedesNeuronales,0
usuario_13,107,Programacion,1
usuario_13,203,RedesNeuronales,1
usuario_13,103,Programacion,0
usuario_13,107,Programacion,0
usuario_13,306,SistemasDigitales,0
usuario_13,101,Programacion,1
usuario_13,104,Programacion,0
usuario_13,202,RedesNeuronales,0
usuario_13,109,Programacion,0
usuario_13,305,SistemasDigitales,0
usuario_14,307,SistemasDigitales,0
usuario_14,104,Programacion,0
usuario_14,105,Programacion,0
usuario_14,107,Programacion,1
usuario_14,109,Programacion,1
usuario_14,310,SistemasDigitales,1
usuario_14,209,RedesNeuronales,1
usuario_14,205,RedesNeuronales,1
usuario_14,207,RedesNeuronales,1
usuario_14,308,SistemasDigitales,1
usuario_14,101,Programacion,1
usuario_14,210,RedesNeuronales,1
usuario_14,205,RedesNeuronales,1
usuario_14,205,RedesNeuronales,1
usuario_14,109,Programacion,0
usuario_14,106,Programacion,1
usuario_14,203,RedesNeuronales,1
usuario_14,106,Programacion,0
usuario_14,109,Programacion,1
usuario_14,210,RedesNeuronales,1
usuario_14,203,RedesNeuronales,1
usuario_14,304,SistemasDigitales,0
usuario_14,303,SistemasDigitales,1
usuario_14,108,Programacion,0
usuario_14,209,RedesNeuronales,1
usuario_14,208,RedesNeuronales,0
usuario_14,106,Programacion,1
usuario_14,304,SistemasDigitales,1
usuario_14,105,Programacion,1
usuario_14,305,SistemasDigitales,0
usuario_14,310,SistemasDigitales,0
usuario_14,108,Programacion,1
usuario_14,310,SistemasDigitales,1
usuario_14,207,RedesNeuronales,1
usuario_14,206,RedesNeuronales,1
usuario_14,209,RedesNeuronales,1
usuario_14,210,RedesNeuronales,1
usuario_14,110,Programacion,0
usuario_14,104,Programacion,1
usuario_14,205,RedesNeuronales,0
usuario_15,302,SistemasDigitales,1
usuario_15,209,RedesNeuronales,1
usuario_15,303,SistemasDigitales,1
usuario_15,302,SistemasDigitales,0
usuario_15,203,RedesNeuronales,1
usuario_15,107,Programacion,1
usuario_15,210,RedesNeuronales,1
usuario_15,204,RedesNeuronales,1
usuario_15,107,Programacion,1
usuario_15,303,SistemasDigitales,0
usuario_15,110,Programacion,1
usuario_15,103,Programacion,1
usuario_15,201,RedesNeuronales,1
usuario_15,305,SistemasDigitales,1
usuario_15,307,SistemasDigitales,0
usuario_15,205,RedesNeuronales,0
usuario_15,102,Programacion,1
usuario_15,107,Programacion,1
usuario_15,106,Programacion,1
usuario_15,109,Programacion,1
usuario_15,206,RedesNeuronales,1
usuario_15,207,RedesNeuronales,1
usuario_15,207,RedesNeuronales,1
usuario_15,210,RedesNeuronales,1
usuario_15,207,RedesNeuronales,1
usuario_15,307,SistemasDigitales,1
usuario_15,304,SistemasDigitales,1
usuario_15,110,Programacion,1
usuario_15,203,RedesNeuronales,1
usuario_15,306,SistemasDigitales,0
usuario_15,302,SistemasDigitales,1
usuario_15,309,SistemasDigitales,0
usuario_15,309,SistemasDigitales,0
usuario_15,303,SistemasDigitales,1
usuario_15,204,RedesNeuronales,1
usuario_15,301,SistemasDigitales,1
usuario_15,305,SistemasDigitales,1
usuario_15,309,SistemasDigitales,0
usuario_15,304,SistemasDigitales,1
usuario_15,307,SistemasDigitales,1
usuario_16,304,SistemasDigitales,0
usuario_16,310,SistemasDigitales,1
usuario_16,309,SistemasDigitales,1
usuario_16,202,RedesNeuronales,1
usuario_16,103,Programacion,1
usuario_16,303,SistemasDigitales,1
usuario_16,306,SistemasDigitales,1
usuario_16,204,RedesNeuronales,1
usuario_16,101,Programacion,0
usuario_16,109,Programacion,1
usuario_16,207,RedesNeuronales,1
usuario_16,305,SistemasDigitales,1
usuario_16,205,RedesNeuronales,1
usuario_16,202,RedesNeuronales,1
usuario_16,206,RedesNeuronales,1
usuario_16,308,SistemasDigitales,1
usuario_16,309,SistemasDigitales,0
usuario_16,109,Programacion,1
usuario_16,202,RedesNeuronales,1
usuario_16,301,SistemasDigitales,0
usuario_16,309,SistemasDigitales,1
usuario_16,103,Programacion,1
usuario_16,109,Programacion,1
usuario_16,204,RedesNeuronales,1
usuario_16,110,Programacion,1
usuario_16,301,SistemasDigitales,1
usuario_16,210,RedesNeuronales,1
usuario_16,307,SistemasDigitales,0
usuario_16,304,SistemasDigitales,1
usuario_16,306,SistemasDigitales,1
usuario_16,102,Programacion,1
usuario_16,110,Programacion,0
usuario_16,110,Programacion,1
usuario_16,202,RedesNeuronales,1
usuario_16,309,SistemasDigitales,1
usuario_16,106,Programacion,1
usuario_16,101,Programacion,0
usuario_16,304,SistemasDigitales,0
usuario_16,304,SistemasDigitales,0
usuario_16,210,RedesNeuronales,1
usuario_17,108,Programacion,0
usuario_17,105,Programacion,0
usuario_17,202,RedesNeuronales,0
usuario_17,204,RedesNeuronales,0
usuario_17,305,SistemasDigitales,0
usuario_17,301,SistemasDigitales,0
usuario_17,305,SistemasDigitales,1
usuario_17,206,RedesNeuronales,0
usuario_17,101,Programacion,0
usuario_17,204,RedesNeuronales,1
usuario_17,104,Programacion,0
usuario_17,210,RedesNeuronales,0
usuario_17,106,Programacion,1
usuario_17,210,RedesNeuronales,0
usuario_17,305,SistemasDigitales,0
usuario_17,306,SistemasDigitales,0
usuario_17,102,Programacion,0
usuario_17,202,RedesNeuronales,0
usuario_17,101,Programacion,0
usuario_17,304,SistemasDigitales,1
usuario_17,109,Programacion,0
usuario_17,201,RedesNeuronales,0
usuario_17,209,RedesNeuronales,0
usuario_17,203,RedesNeuronales,0
usuario_17,101,Programacion,0
usuario_17,310,SistemasDigitales,0
usuario_17,106,Programacion,0
usuario_17,209,RedesNeuronales,1
usuario_17,201,RedesNeuronales,0
usuario_17,310,SistemasDigitales,0
usuario_17,210,RedesNeuronales,0
usuario_17,206,RedesNeuronales,0
usuario_17,105,Programacion,1
usuario_17,310,SistemasDigitales,0
usuario_17,103,Programacion,0
usuario_17,201,RedesNeuronales,0
usuario_17,103,Programacion,0
usuario_17,206,RedesNeuronales,0
usuario_17,107,Programacion,0
usuario_17,307,SistemasDigitales,0
usuario_18,110,Programacion,1
usuario_18,104,Programacion,1
usuario_18,308,SistemasDigitales,1
usuario_18,105,Programacion,0
usuario_18,106,Programacion,0
usuario_18,301,SistemasDigitales,1
usuario_18,304,SistemasDigitales,0
usuario_18,109,Programacion,1
usuario_18,109,Programacion,1
usuario_18,302,SistemasDigitales,0
usuario_18,304,SistemasDigitales,0
usuario_18,305,SistemasDigitales,1
usuario_18,110,Programacion,0
usuario_18,301,SistemasDigitales,1
usuario_18,109,Programacion,1
usuario_18,107,Programacion,1
usuario_18,305,SistemasDigitales,1
usuario_18,210,RedesNeuronales,0
usuario_18,308,SistemasDigitales,1
usuario_18,105,Programacion,1
usuario_18,305,SistemasDigitales,1
usuario_18,103,Programacion,1
usuario_18,309,SistemasDigitales,0
usuario_18,207,RedesNeuronales,1
usuario_18,202,RedesNeuronales,1
usuario_18,305,SistemasDigitales,0
usuario_18,302,SistemasDigitales,0
usuario_18,106,Programacion,1
usuario_18,210,RedesNeuronales,1
usuario_18,203,RedesNeuronales,0
usuario_18,109,Programacion,1
usuario_18,108,Programacion,1
usuario_18,105,Programacion,1
usuario_18,305,SistemasDigitales,1
usuario_18,108,Programacion,0
usuario_18,301,SistemasDigitales,1
usuario_18,306,SistemasDigitales,0
usuario_18,108,Programacion,1
usuario_18,208,RedesNeuronales,1
usuario_18,205,RedesNeuronales,1
usuario_19,310,SistemasDigitales,1
usuario_19,304,SistemasDigitales,1
usuario_19,309,SistemasDigitales,1
usuario_19,310,SistemasDigitales,1
usuario_19,109,Programacion,1
usuario_19,306,SistemasDigitales,0
usuario_19,108,Programacion,1
usuario_19,204,RedesNeuronales,0
usuario_19,308,SistemasDigitales,0
usuario_19,102,Programacion,1
usuario_19,201,RedesNeuronales,1
usuario_19,301,SistemasDigitales,1
usuario_19,104,Programacion,1
usuario_19,107,Programacion,1
usuario_19,109,Programacion,1
usuario_19,206,RedesNeuronales,0
usuario_19,201,RedesNeuronales,0
usuario_19,307,SistemasDigitales,1
usuario_19,107,Programacion,1
usuario_19,302,SistemasDigitales,0
usuario_19,106,Programacion,1
usuario_19,309,SistemasDigitales,0
usuario_19,101,Programacion,0
usuario_19,105,Programacion,1
usuario_19,107,Programacion,1
usuario_19,310,SistemasDigitales,1
usuario_19,301,SistemasDigitales,1
usuario_19,107,Programacion,1
usuario_19,207,RedesNeuronales,0
usuario_19,106,Programacion,1
usuario_19,202,RedesNeuronales,0
usuario_19,204,RedesNeuronales,0
usuario_19,308,SistemasDigitales,1
usuario_19,206,RedesNeuronales,1
usuario_19,110,Programacion,1
usuario_19,207,RedesNeuronales,0
usuario_19,207,RedesNeuronales,0
usuario_19,305,SistemasDigitales,1
usuario_19,203,RedesNeuronales,1
usuario_19,206,RedesNeuronales,0
usuario_20,108,Programacion,1
usuario_20,301,SistemasDigitales,1
usuario_20,305,SistemasDigitales,0
usuario_20,102,Programacion,1
usuario_20,102,Programacion,1
usuario_20,205,RedesNeuronales,0
usuario_20,305,SistemasDigitales,1
usuario_20,304,SistemasDigitales,1
usuario_20,301,SistemasDigitales,0
usuario_20,206,RedesNeuronales,1
usuario_20,201,RedesNeuronales,0
usuario_20,305,SistemasDigitales,1
usuario_20,107,Programacion,1
usuario_20,208,RedesNeuronales,0
usuario_20,203,RedesNeuronales,0
usuario_20,303,SistemasDigitales,1
usuario_20,304,SistemasDigitales,0
usuario_20,210,RedesNeuronales,0
usuario_20,202,RedesNeuronales,1
usuario_20,310,SistemasDigitales,1
usuario_20,305,SistemasDigitales,1
usuario_20,310,SistemasDigitales,1
usuario_20,310,SistemasDigitales,0
usuario_20,104,Programacion,1
usuario_20,303,SistemasDigitales,1
usuario_20,304,SistemasDigitales,0
usuario_20,209,RedesNeuronales,1
usuario_20,309,SistemasDigitales,0
usuario_20,206,RedesNeuronales,1
usuario_20,206,RedesNeuronales,0
usuario_20,208,RedesNeuronales,0
